へんしん						0	0	407	0	0	返信
おねがい						0	0	407	0	0	お願い
せいか				を	歌う	0	0	409	0	0	聖歌
きしゃ				の		0	0	409	291	0	貴社
きしゃ				が		0	0	409	284	0	記者
きしゃ		が		で		0	284	409	285	0	汽車
きしゃ				する		0	0	409	368	0	帰社
あっ			有っ			0	0	380	0	0	あっ
あつ			有つ			0	0	392	0	0	あつ
あら			有ら			0	0	367	0	0	あら
あら			有ら			0	0	386	0	0	あら
あらう			有らう			0	0	391	0	0	あらう
あり			有り			0	0	373	0	0	あり
あり			有り			0	0	387	0	0	あり
あり			有り			0	0	389	0	0	あり
ありゃ			有りゃ			0	0	364	0	0	ありゃ
ありゃ			有りゃ			0	0	381	0	0	ありゃ
ある			有る			0	0	368	0	0	ある
ある			有る			0	0	370	0	0	ある
ある			有る			0	0	388	0	0	ある
あれ			有れ			0	0	363	0	0	あれ
あれ			有れ			0	0	365	0	0	あれ
あれ			有れ			0	0	384	0	0	あれ
あろ			有ろ			0	0	365	0	0	あろ
あろ			有ろ			0	0	366	0	0	あろ
あろう			有ろう			0	0	366	0	0	あろう
あろっ			有ろっ			0	0	366	0	0	あろっ
あん			有ん			0	0	371	0	0	あん
あん			有ん			0	0	378	0	0	あん
あん			有ん			0	0	387	0	0	あん
い			居い			0	0	367	0	0	い
い			居い			0	0	376	0	0	い
いただい			頂い			0	0	382	0	0	いただい
いただか			頂か			0	0	367	0	0	いただか
いただき			頂き			0	0	373	0	0	いただき
いただきゃ			頂きゃ			0	0	364	0	0	いただきゃ
いただく			頂く			0	0	368	0	0	いただく
いただく			頂く			0	0	370	0	0	いただく
いただけ			頂け			0	0	367	0	0	いただけ
いただけ			頂け			0	0	373	0	0	いただけ
いただけ			頂け			0	0	363	0	0	いただけ
いただけよう			頂けよう			0	0	366	0	0	いただけよう
いただけりゃ			頂けりゃ			0	0	364	0	0	いただけりゃ
いただける			頂ける			0	0	368	0	0	いただける
いただける			頂ける			0	0	370	0	0	いただける
いただけれ			頂けれ			0	0	363	0	0	いただけれ
いただけん			頂けん			0	0	371	0	0	いただけん
いただこ			頂こ			0	0	366	0	0	いただこ
いただこう			頂こう			0	0	366	0	0	いただこう
いただこっ			頂こっ			0	0	366	0	0	いただこっ
いよ			居よ			0	0	365	0	0	いよ
いよ			居よ			0	0	366	0	0	いよ
いよう			居よう			0	0	366	0	0	いよう
いよっ			居よっ			0	0	366	0	0	いよっ
いりゃ			居りゃ			0	0	364	0	0	いりゃ
いりゃあ			居りゃあ			0	0	364	0	0	いりゃあ
いる			居る			0	0	368	0	0	いる
いる			居る			0	0	370	0	0	いる
いれ			居れ			0	0	363	0	0	いれ
いれ			居れ			0	0	367	0	0	いれ
いれ			居れ			0	0	373	0	0	いれ
いれよ			居れよ			0	0	365	0	0	いれよ
いれよう			居れよう			0	0	366	0	0	いれよう
いれよっ			居れよっ			0	0	366	0	0	いれよっ
いれりゃ			居れりゃ			0	0	364	0	0	いれりゃ
いれる			居れる			0	0	368	0	0	いれる
いれる			居れる			0	0	370	0	0	いれる
いれれ			居れれ			0	0	363	0	0	いれれ
いれろ			居れろ			0	0	365	0	0	いれろ
いれん			居れん			0	0	371	0	0	いれん
いろ			居ろ			0	0	365	0	0	いろ
いん			居ん			0	0	371	0	0	いん
うる			得る			0	0	368	0	0	うる
うる			得る			0	0	370	0	0	うる
おっ			居っ			0	0	380	0	0	おっ
おつ			居つ			0	0	380	0	0	おつ
おら			居ら			0	0	367	0	0	おら
おり			居り			0	0	373	0	0	おり
おりゃ			居りゃ			0	0	364	0	0	おりゃ
おりゃ			居りゃ			0	0	381	0	0	おりゃ
おる			居る			0	0	368	0	0	おる
おる			居る			0	0	370	0	0	おる
おれ			居れ			0	0	363	0	0	おれ
おれ			居れ			0	0	365	0	0	おれ
おれ			居れ			0	0	367	0	0	おれ
おれ			居れ			0	0	373	0	0	おれ
おれよ			居れよ			0	0	365	0	0	おれよ
おれよう			居れよう			0	0	366	0	0	おれよう
おれよっ			居れよっ			0	0	366	0	0	おれよっ
おれる			居れる			0	0	368	0	0	おれる
おれる			居れる			0	0	370	0	0	おれる
おれれ			居れれ			0	0	363	0	0	おれれ
おれろ			居れろ			0	0	365	0	0	おれろ
おれん			居れん			0	0	371	0	0	おれん
おろ			居ろ			0	0	365	0	0	おろ
おろ			居ろ			0	0	366	0	0	おろ
おろう			居ろう			0	0	366	0	0	おろう
おろっ			居ろっ			0	0	366	0	0	おろっ
おん			居ん			0	0	369	0	0	おん
おん			居ん			0	0	371	0	0	おん
おん			居ん			0	0	378	0	0	おん
おん			居ん			0	0	379	0	0	おん
かかっ			掛かっ			0	0	380	0	0	かかっ
かかつ			掛かつ			0	0	380	0	0	かかつ
かから			掛から			0	0	367	0	0	かから
かかり			掛かり			0	0	373	0	0	かかり
かかりゃ			掛かりゃ			0	0	364	0	0	かかりゃ
かかりゃ			掛かりゃ			0	0	381	0	0	かかりゃ
かかる			掛かる			0	0	368	0	0	かかる
かかる			掛かる			0	0	370	0	0	かかる
かかれ			掛かれ			0	0	363	0	0	かかれ
かかれ			掛かれ			0	0	365	0	0	かかれ
かかろ			掛かろ			0	0	365	0	0	かかろ
かかろ			掛かろ			0	0	366	0	0	かかろ
かかろう			掛かろう			0	0	366	0	0	かかろう
かかろっ			掛かろっ			0	0	366	0	0	かかろっ
かかん			掛かん			0	0	369	0	0	かかん
かかん			掛かん			0	0	371	0	0	かかん
かかん			掛かん			0	0	378	0	0	かかん
かけ			掛け			0	0	367	0	0	かけ
かけ			掛け			0	0	373	0	0	かけ
かけよ			掛けよ			0	0	365	0	0	かけよ
かけよ			掛けよ			0	0	366	0	0	かけよ
かけよう			掛けよう			0	0	366	0	0	かけよう
かけよっ			掛けよっ			0	0	366	0	0	かけよっ
かけりゃ			掛けりゃ			0	0	364	0	0	かけりゃ
かける			掛ける			0	0	368	0	0	かける
かける			掛ける			0	0	370	0	0	かける
かけれ			掛けれ			0	0	363	0	0	かけれ
かけろ			掛けろ			0	0	365	0	0	かけろ
かけん			掛けん			0	0	371	0	0	かけん
ください			下さい			0	0	365	0	0	ください
ください			下さい			0	0	382	0	0	ください
くださっ			下さっ			0	0	380	0	0	くださっ
くださら			下さら			0	0	367	0	0	くださら
くださり			下さり			0	0	373	0	0	くださり
くださる			下さる			0	0	368	0	0	くださる
くださる			下さる			0	0	370	0	0	くださる
くだされ			下され			0	0	363	0	0	くだされ
くだされ			下され			0	0	365	0	0	くだされ
くださろう			下さろう			0	0	366	0	0	くださろう
くださん			下さん			0	0	379	0	0	くださん
くださーい			下さい			0	0	365	0	0	くださーい
くだすっ			下さすっ			0	0	380	0	0	くだすっ
くだっさい			下さい			0	0	365	0	0	くだっさい
くれ			呉れ			0	0	365	0	0	くれ
くれ			呉れ			0	0	367	0	0	くれ
くれ			呉れ			0	0	373	0	0	くれ
くれよ			呉れよ			0	0	366	0	0	くれよ
くれよう			呉れよう			0	0	366	0	0	くれよう
くれよっ			呉れよっ			0	0	366	0	0	くれよっ
くれりゃ			呉れりゃ			0	0	364	0	0	くれりゃ
くれりゃあ			呉れりゃあ			0	0	364	0	0	くれりゃあ
くれる			呉れる			0	0	368	0	0	くれる
くれる			呉れる			0	0	370	0	0	くれる
くれれ			呉れれ			0	0	363	0	0	くれれ
くれん			呉れん			0	0	371	0	0	くれん
くん			呉ん			0	0	378	0	0	くん
くん			呉ん			0	0	379	0	0	くん
こなさ			熟さ			0	0	367	0	0	こなさ
こなし			熟し			0	0	373	0	0	こなし
こなしゃ			熟しゃ			0	0	364	0	0	こなしゃ
こなす			熟す			0	0	368	0	0	こなす
こなす			熟す			0	0	370	0	0	こなす
こなせ			熟せ			0	0	365	0	0	こなせ
こなせ			熟せ			0	0	367	0	0	こなせ
こなせ			熟せ			0	0	373	0	0	こなせ
こなせ			熟せ			0	0	363	0	0	こなせ
こなせよ			熟せよ			0	0	365	0	0	こなせよ
こなせよう			熟せよう			0	0	366	0	0	こなせよう
こなせよっ			熟せよっ			0	0	366	0	0	こなせよっ
こなせりゃ			熟せりゃ			0	0	364	0	0	こなせりゃ
こなせる			熟せる			0	0	368	0	0	こなせる
こなせる			熟せる			0	0	370	0	0	こなせる
こなせれ			熟せれ			0	0	363	0	0	こなせれ
こなせん			熟せん			0	0	371	0	0	こなせん
こなそ			熟そ			0	0	366	0	0	こなそ
こなそう			熟そう			0	0	366	0	0	こなそう
ござい			御座い			0	0	365	0	0	ござい
ござい			御座い			0	0	382	0	0	ござい
